2987.46378	-2.254119755	0.520623728	0.996492341	4.36539242
2987.469466	-2.248207842	0.545400274	1.082766843	4.348604444
2987.475152	-2.24180639	0.570075797	1.168663776	4.329863271
2987.480839	-2.234917684	0.594639217	1.254133732	4.30917923
2987.486525	-2.227544292	0.619079524	1.339127642	4.286563954
2987.492566	-2.219183182	0.644897228	1.428847187	4.260436812
2987.498607	-2.210282003	0.670550596	1.517916445	4.232161713
2987.504648	-2.200844858	0.696026705	1.606277969	4.201757382
2987.51069	-2.190876193	0.721312759	1.693874939	4.169244139
2987.517045	-2.179820995	0.747694014	1.785137877	4.132788926
2987.5234	-2.168188872	0.773836324	1.875427887	4.094051529
2987.529755	-2.155986211	0.799725274	1.964681236	4.053061207
2987.53611	-2.143219797	0.825346651	2.0528352	4.009849055
2987.542757	-2.129272171	0.851842335	2.143791419	3.962312512
2987.549403	-2.1147244	0.878014206	2.233408113	3.912421329
2987.55605	-2.099585615	0.903846746	2.321617244	3.860217344
2987.562697	-2.08386539	0.929324737	2.408352259	3.805744404
2987.569626	-2.066868339	0.955492712	2.497136397	3.746588477
2987.576556	-2.049262075	0.981242552	2.584175627	3.685070526
2987.583485	-2.031058933	1.006558079	2.669399867	3.621246933
2987.590414	-2.012271721	1.031423527	2.752741088	3.555176176
2987.597629	-1.992105092	1.056817429	2.837439961	3.484064026
2987.604843	-1.97133524	1.081689946	2.919954002	3.410652279
2987.612058	-1.949978184	1.106024743	3.000213673	3.335013796
2987.619273	-1.928050421	1.129806035	3.078152153	3.257223516
2987.626786	-1.904625135	1.153968488	3.156785381	3.174003531
2987.6343	-1.880618968	1.177497475	3.232762067	3.088622381
2987.641814	-1.856052133	1.200377091	3.306016217	3.0011714
2987.649327	-1.830945313	1.222592145	3.376485321	2.911743845
2987.657168	-1.80419362	1.245049235	3.44698626	2.816422156
2987.665008	-1.776901521	1.266751281	3.514327176	2.719162034
2987.672849	-1.749094031	1.287683517	3.578449168	2.620075505
2987.680689	-1.72079659	1.307832078	3.639297704	2.5192762
2987.68824	-1.693104963	1.326483771	3.694758217	2.420687161
2987.695791	-1.665006331	1.344385752	3.747094797	2.32072053
2987.703342	-1.636524431	1.361528008	3.796270101	2.219481473
2987.710893	-1.607683248	1.377901338	3.842250638	2.117075947
2987.718139	-1.579690309	1.392883268	3.883344487	2.017804144
2987.725386	-1.551410424	1.407142591	3.921445786	1.917651305
2987.732632	-1.522865358	1.420673263	3.956534774	1.8167127
2987.739878	-1.494076987	1.433469941	3.988594956	1.715083796
2987.746831	-1.466247417	1.445053543	4.016495936	1.617014858
2987.753784	-1.43823363	1.455953658	4.041587491	1.518483114
2987.760736	-1.410055185	1.466167357	4.063863339	1.41957308
2987.767689	-1.381731664	1.475692307	4.083319911	1.320369071
2987.774341	-1.354514693	1.48415919	4.09929551	1.22525552
2987.780993	-1.327200037	1.491992939	4.112690909	1.130023318
2987.787645	-1.299804854	1.499193006	4.123509758	1.034745569
2987.794297	-1.272346256	1.505759332	4.131757893	0.939494931
2987.80062	-1.246201775	1.511413923	4.137222326	0.849043726
2987.806943	-1.220030042	1.516497019	4.140379749	0.758743903
2987.813266	-1.193845616	1.521009769	4.141240498	0.668656598
2987.81959	-1.167662977	1.52495371	4.139816595	0.57884238
2987.825525	-1.14310304	1.528139625	4.136413871	0.494846839
2987.831459	-1.118569205	1.530828036	4.131023216	0.411193901
2987.837394	-1.094073231	1.533021119	4.123658499	0.327932201
2987.843329	-1.069626786	1.534721339	4.114334819	0.245109808
2987.848755	-1.047329874	1.535846813	4.104110328	0.169814477
2987.854181	-1.025092817	1.536564928	4.09227539	0.094961939
2987.859607	-1.002924313	1.536878183	4.078844144	0.020587635
2987.865033	-0.980832983	1.536789269	4.063831525	-0.05327347
2987.869644	-0.962124621	1.536399693	4.049840887	-0.115618763
2987.874255	-0.943483365	1.535723567	4.034729407	-0.177547516
2987.878867	-0.92491436	1.534762859	4.018507562	-0.239039082
2987.883478	-0.906422701	1.533519633	4.001186215	-0.300073091
2987.888331	-0.887050939	1.531908501	3.981781935	-0.363789754
2987.893185	-0.867776247	1.529989472	3.961185885	-0.426954292
2987.898038	-0.848604376	1.527765283	3.939412056	-0.489543966
2987.902891	-0.829541005	1.525238777	3.916474873	-0.55153641
2987.908431	-0.807920203	1.521989081	3.888889508	-0.621541888
2987.913971	-0.786456312	1.518353878	3.859830427	-0.690708397
2987.91951	-0.765157433	1.514337904	3.82932107	-0.75900446
2987.92505	-0.744031532	1.509946064	3.797385536	-0.826399286
2987.931133	-0.721043895	1.504696957	3.760707195	-0.899324778
2987.937216	-0.698284417	1.499007781	3.722372951	-0.971088518
2987.943298	-0.675763066	1.49288572	3.682417315	-1.041652604
2987.949381	-0.653489595	1.48633818	3.640875631	-1.110980196
2987.955942	-0.629754046	1.478807757	3.59433201	-1.184330364
2987.962503	-0.606329653	1.470801071	3.546031687	-1.256156826
2987.969064	-0.58322779	1.462328259	3.496022074	-1.326417504
2987.975624	-0.560459507	1.453399723	3.444351522	-1.395071834
2987.982636	-0.536507625	1.443365974	3.387350208	-1.466623769
2987.989648	-0.512961694	1.432837253	3.328569419	-1.536250603
2987.996659	-0.489833977	1.421827213	3.268071467	-1.603908523
2988.003671	-0.467136287	1.410349802	3.205919625	-1.669555764
2988.011133	-0.443466373	1.397638117	3.138032828	-1.737164849
2988.018595	-0.420309496	1.384430753	3.068424209	-1.802406375
2988.026057	-0.397678212	1.370745541	2.997173281	-1.865237558
2988.033518	-0.375584469	1.356600608	2.924360439	-1.925618293
