2993.469455,-0.955512077,-1.305088309,-4.279865659,3.136146195
2993.475724,-0.982006059,-1.285117639,-4.172456001,3.234797161
2993.481992,-1.007818731,-1.264539632,-4.062516703,3.329900219
2993.488585,-1.03421158,-1.242269145,-3.944302847,3.426005721
2993.495177,-1.059816715,-1.219378525,-3.823558731,3.518030226
2993.501769,-1.084617911,-1.195894926,-3.700425101,3.605900029
2993.508361,-1.108599898,-1.171845951,-3.575044917,3.68954641
2993.514894,-1.131543313,-1.147483735,-3.4487222,3.768209098
2993.521427,-1.153655136,-1.12262155,-3.320479164,3.842604296
2993.52796,-1.174923291,-1.097287456,-3.190460826,3.912679678
2993.534492,-1.195336665,-1.071509813,-3.058813643,3.978387985
2993.540772,-1.214143207,-1.046340472,-2.930874316,4.037392308
2993.547051,-1.232142414,-1.020813504,-2.801699194,4.092289504
2993.553331,-1.24932694,-0.994954797,-2.671421636,4.143050804
2993.55961,-1.26569029,-0.968790388,-2.540175622,4.189651883
2993.56564,-1.28062623,-0.943400578,-2.413350032,4.230469673
2993.571671,-1.294795358,-0.91777629,-2.285875139,4.267418571
2993.577701,-1.308194116,-0.891940892,-2.157870842,4.300488531
2993.583731,-1.320819677,-0.865917782,-2.029457068,4.329673316
2993.589513,-1.332197667,-0.840810815,-1.906053452,4.354006295
2993.595295,-1.342861603,-0.815573486,-1.782489388,4.374766025
2993.601078,-1.35281086,-0.790226451,-1.658870374,4.391956763
2993.60686,-1.362045426,-0.764790316,-1.535301518,4.405585957
2993.612382,-1.370198271,-0.740433074,-1.417429326,4.415287297
2993.617904,-1.37770079,-0.716031177,-1.299789302,4.421761597
2993.623427,-1.384554515,-0.691602411,-1.182471807,4.425023366
2993.628949,-1.390761474,-0.667164464,-1.065566562,4.425089697
2993.634183,-1.396049641,-0.644009961,-0.955226569,4.422220829
2993.639417,-1.400761636,-0.620877901,-0.845412253,4.416517973
2993.644651,-1.404900406,-0.597783067,-0.73619826,4.408001994
2993.649885,-1.408469286,-0.574740116,-0.627658492,4.396695756
2993.654775,-1.411291989,-0.553271031,-0.526924683,4.383633115
