[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.0010054825435, 1.1448953656, 0.95523394492, 2.0512936601, 5.1941566548, 4.4684525872, 4.4487771191, 2.2945988614]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
[-0.00099036122712, 1.1448924494, 0.95467963689, 2.0511610493, 5.1938933243, 4.4680473614, 4.4487776299, 2.2944628928]
