0	0.05	0
0.0625	0.049902135	-0.003130776
0.125	0.049608918	-0.006249225
0.1875	0.049121496	-0.009343069
0.25	0.048441792	-0.012400169
0.3125	0.047572484	-0.015408536
0.375	0.046516989	-0.018356314
0.4375	0.045279452	-0.021231924
0.5	0.043864735	-0.024024119
0.595314971	0.041378844	-0.028097249
0.690629941	0.038516701	-0.031913934
0.785944912	0.035304391	-0.035439424
0.881259883	0.031771156	-0.03864201
0.977537592	0.027909181	-0.041519885
1.0738153	0.023788559	-0.044012238
1.170093009	0.01944756	-0.046096064
1.266370718	0.014926329	-0.047752453
1.367289661	0.010039257	-0.049013599
1.468208604	0.005050109	-0.049775785
1.569127548	0.00000975	-0.050031229
1.670046491	-0.005030746	-0.049777538
1.767571371	-0.009853861	-0.049051149
1.865096252	-0.014583231	-0.047858454
1.962621132	-0.019173774	-0.046210567
2.060146013	-0.023582059	-0.044123008
2.155504033	-0.027676109	-0.041675574
2.250862054	-0.031518418	-0.038848622
2.346220075	-0.035073862	-0.035667641
2.441578096	-0.038310241	-0.032161358
2.537899779	-0.04122556	-0.028321717
2.634221463	-0.043757977	-0.024218239
2.730543147	-0.045883764	-0.019889042
2.82686483	-0.04758329	-0.015374266
2.927486897	-0.048886542	-0.010505179
3.028108963	-0.049694022	-0.005529159
3.12873103	-0.049997365	-0.000496975
3.229353097	-0.04979365	0.00454032
3.326663137	-0.049116416	0.009368565
3.423973178	-0.047973333	0.014107438
3.521283219	-0.046375218	0.018711711
3.61859326	-0.044337345	0.023137834
3.71369667	-0.041939414	0.027251347
3.808800079	-0.039161804	0.0311172
3.903903488	-0.036029718	0.034700341
3.999006897	-0.032571549	0.037968666
4.095148428	-0.028776161	0.040922899
4.191289959	-0.024714828	0.04349817
4.28743149	-0.020425166	0.045670769
4.383573021	-0.015946742	0.047421023
4.484120661	-0.011105985	0.048782593
4.5846683	-0.00615312	0.049651165
4.68521594	-0.001138274	0.050017953
4.78576358	0.003888112	0.049879475
4.883497386	0.008736877	0.049262056
4.981231192	0.013502157	0.048174347
5.078964998	0.018138341	0.046626514
5.176698804	0.022601378	0.044633202
5.272091757	0.026749947	0.042276065
5.36748471	0.030655029	0.039533715
5.462877663	0.034280909	0.036430884
5.558270616	0.037594728	0.032995601
5.65445608	0.040589629	0.02922675
5.750641544	0.043208618	0.025186439
5.846827008	0.045427231	0.020912073
5.943012472	0.047225034	0.01644316
6.043267829	0.048633225	0.011622748
6.143523186	0.049551808	0.006684885
6.243778542	0.049971356	0.00167957
